temp(C) wspeed smoist(mm) stemp(F)
16 5.4 373 73
9 5 434 64
13 5.3 355 54
17 5 438 59
20 5.3 345 61
16 5 390 62
3 5.5 428 69
2 5.2 372 75
2 5.1 383 74
7 5.4 415 57
11 5.2 433 74
14 5.2 419 56
3 5 370 75
3 5.1 390 55
2 5 388 59
3 5.3 341 76
11 5 420 59
5 5.4 375 56
5 5 381 60
19 5.2 363 72
16 5.2 402 71
7 5.3 360 70
9 5 419 63
17 5.2 366 57
11 5.3 439 54
17 5.2 329 72
10 5 406 54
20 5.3 419 77
5 5.4 388 66
7 5.2 383 57
8 5 426 75
5 5.5 352 60
8 5.5 380 55
14 5.1 384 69
19 5.5 396 60
12 5.1 376 59
20 5.4 431 61
6 5.3 326 71
9 5.1 327 54
6 5.4 446 71
9 5.1 380 69
20 5.1 374 72
14 5.4 341 66
11 5.3 335 63
10 5.5 409 66
6 5.2 369 72
14 5.5 389 70
9 5.3 372 56
18 5.2 392 57
16 5.1 437 58
14 5.4 387 63
15 5.5 188 59
19 7.2 180 75
5 7.2 129 59
7 7 170 75
16 7.3 149 74
17 7 330 61
12 5.2 382 71
20 5.2 355 54
11 5.4 403 50
11 5.3 390 55
20 5.3 421 55
5 5 338 47
19 5.3 389 53
8 5.3 357 59
7 5.5 376 61
15 5.2 436 76
6 5.3 417 59
16 5.5 417 57
20 5.4 358 66
7 5.1 339 62
20 5.1 419 72
9 5.5 342 70
11 5.2 328 60
11 5.2 427 71
14 5.4 447 70
18 5.5 429 59
11 5.2 378 67
7 5.3 383 65
5 5.5 355 61
12 5.1 430 76
20 5.1 393 67
14 5 410 57
17 5 326 63
8 5.4 333 57
9 5.3 422 58
5 5.5 351 63
7 5.2 424 69
5 5.1 390 75
7 5.1 446 57
18 5.3 421 61
18 7.4 408 62
12 7.2 401 73
10 5.1 358 62
16 5.1 437 66
14 5.1 387 70
9 5.1 363 61
10 5.3 377 61
5 5.3 434 61
15 5.5 425 60
5 5.5 403 64
7 5 361 70
2 5.5 407 64
3 5.3 349 55
2 5.3 332 59
13 5.3 345 72
5 5.5 413 57
18 5.3 434 71
2 5.4 331 59
3 5.5 425 68
3 5.3 423 77
2 5.4 393 65
15 5.5 449 75
10 5.1 399 67
17 5.1 424 57
8 5.2 377 60
18 5.5 422 71
17 5.2 336 74
5 5 437 68
12 5.5 431 66
14 5.2 357 71
20 5.3 335 68
11 5.2 432 72
20 5.1 449 71
16 5.4 329 66
6 5.5 327 68
7 5.1 379 59
20 5.4 370 60
8 5 404 64
8 5 405 68
9 5.2 389 66
7 5.4 338 66
7 5.2 345 57
13 5.3 373 56
8 5.1 325 55
10 5.5 393 66
20 5.2 388 71
17 5.2 440 65
17 5.1 386 76
6 5.1 373 69
6 5.2 344 72
18 5 341 75
13 5.1 354 56
15 5 393 76
10 5.4 403 77
19 5 361 62
19 5.1 354 60
16 5.2 135 59
20 7.1 198 70
13 7.5 127 72
17 7.4 130 71
11 7.2 152 74
19 7.1 407 61
13 5.4 400 68
20 5.5 437 50
18 5.5 359 51
8 5.2 421 47
17 5.1 368 49
17 5.5 400 52
15 5.1 337 51
5 5.3 352 57
10 5 334 75
16 5.3 394 57
13 5.4 341 75
18 5.5 326 59
9 5.1 398 71
5 5 413 69
17 5.2 450 62
16 5.3 332 59
8 5.1 411 59
7 5.1 401 58
9 5.1 345 72
10 5.3 413 76
15 5 421 65
5 5.3 331 71
16 5.5 393 76
12 5.1 376 71
17 5 361 59
11 5.1 395 59
8 5.3 343 57
5 5.5 438 62
12 5.2 344 61
6 5.3 423 74
6 5.1 440 75
15 5.1 372 72
16 5.1 341 58
15 5.4 354 58
16 7.4 401 56
15 7.2 378 58
18 5.5 407 74
20 5.3 411 77
19 5.3 391 69
15 5.2 365 74
8 5 389 64
8 5.1 422 73
13 5.2 424 67
7 5.3 385 68
9 5.2 394 62
2 5.2 407 57
2 5.5 406 55
2 5.5 397 59
7 5.5 384 63
6 5.5 336 56
5 5.5 387 62
3 5.5 398 77
3 5.2 430 65
3 5 449 70
3 5.5 447 76
10 5.5 403 73
8 5 375 73
14 5.3 384 60
8 5.5 384 63
14 5.5 333 59
5 5.1 441 55
17 5 354 54
8 5.3 408 65
14 5.2 383 55
13 5.4 400 74
6 5.3 330 76
11 5 369 63
5 5.2 341 59
19 5 327 64
8 5.3 415 67
5 5.2 421 70
20 5.4 444 63
5 5 372 72
6 5 371 55
16 5.5 339 62
9 5 331 58
6 5.4 435 69
18 5.2 400 60
12 5.3 398 67
9 5.1 331 71
19 5.3 339 73
14 5.3 441 63
20 5.4 445 71
15 5.5 353 71
17 5.5 380 76
15 5.4 378 72
6 5 384 63
19 5.1 447 75
11 5.3 447 73
16 5 345 73
13 5.5 174 56
13 7 189 59
10 7.4 177 67
12 7.2 139 63
8 7.2 127 54
7 7 375 57
7 5 448 76
7 5.4 395 55
18 5.4 329 52
20 5.5 427 47
5 5.5 372 50
15 5 332 45
6 5.5 444 45
17 5 380 72
14 5.2 394 59
16 5.5 415 54
8 5.2 330 62
12 5.1 376 62
9 5.5 398 56
14 5 402 55
9 5.3 450 56
12 5.2 357 64
16 5 429 70
10 5.1 442 57
17 5.2 435 60
9 5.1 391 62
19 5.2 340 63
11 5.5 351 63
19 5.3 427 59
18 5 363 77
11 5.2 367 70
7 5.4 404 62
7 5.3 337 69
9 5.4 409 63
15 5.2 450 75
8 5.1 351 67
11 5.5 382 59
5 5.2 409 60
8 5.3 441 67
7 5.5 415 54
18 7.4 439 69
5 7.1 379 58
10 5.5 415 58
13 5.5 438 62
16 5.2 357 65
19 5.4 358 60
17 5 329 69
11 5.3 336 65
8 5 331 69
8 5.5 409 61
13 5.1 409 65
2 5.5 400 69
3 5.4 404 54
2 5.4 393 72
11 5.4 402 69
16 5.5 397 61
20 5.3 333 64
2 5 441 57
3 5.1 342 63
2 5.1 352 60
2 5.4 434 63
17 5 444 67
19 5.3 395 57
8 5.4 446 68
18 5.5 424 66
19 5.4 340 66
12 5.2 378 60
14 5.5 342 55
5 5.3 327 61
7 5 400 73
5 5.4 381 73
19 5 388 71
8 5.5 350 54
12 5 349 69
19 5 406 70
9 5 332 73
10 5.1 392 68
6 5.1 362 67
20 5.4 371 75
20 5 445 74
5 5 429 62
18 5.3 416 55
8 5.1 445 55
19 5.1 353 57
5 5 404 57
9 5.4 432 60
8 5.5 415 56
6 5.1 340 70
15 5.1 447 71
8 5.5 369 66
6 5.1 390 57
10 5.5 363 63
13 5.4 377 69
20 5.1 410 64
15 5.3 345 72
8 5.2 366 62
15 5.1 126 70
18 7.4 140 59
17 7.1 167 56
18 7.4 121 73
13 7.2 148 62
14 7.1 416 75
5 5.2 341 63
14 5 352 50
16 5 348 54
10 5.3 332 53
19 5.4 328 52
17 5 446 55
6 5.3 371 48
17 5.5 344 70
8 5.5 389 73
11 5 421 61
19 5.5 427 76
18 5.2 441 72
18 5.5 397 59
16 5.3 352 75
8 5.1 405 74
11 5.5 334 72
19 5.3 438 60
14 5.5 333 56
10 5.5 426 59
15 5.4 332 58
9 5.4 427 61
12 5.3 356 77
13 5.3 415 67
10 5.1 366 59
10 5.2 349 57
11 5.4 367 67
13 5.1 356 70
12 5.1 368 70
19 5.2 421 77
13 5.2 330 56
14 5.2 448 62
13 5.4 437 70
15 5.5 404 75
16 5.3 381 71
11 7.5 333 63
10 7 441 68
9 5.2 339 74
17 5.3 391 58
6 5.1 376 61
17 5.1 377 63
10 5.2 363 64
7 5.3 330 68
9 5.2 406 75
14 5 429 56
10 5.1 423 62
3 5.3 397 57
3 5.2 351 65
2 5.5 353 72
9 5 373 70
6 5.1 347 58
15 5 430 67
3 5.1 364 62
2 5.1 415 75
2 5.1 333 73
3 5.1 423 63
8 5.2 339 55
17 5.5 351 67
5 5.4 404 77
18 5.5 325 76
6 5.4 350 77
16 5.1 429 71
12 5.5 369 64
16 5.1 379 58
13 5.4 428 58
19 5.4 381 56
16 5.2 401 54
19 5.1 402 59
12 5.5 447 75
7 5.3 387 62
8 5.3 378 66
11 5.4 401 66
5 5.4 400 69
15 5.2 390 71
7 5.1 446 61
5 5.5 438 71
6 5.4 387 73
13 5.4 336 65
16 5 413 77
19 5.1 374 59
20 5.1 395 70
13 5 410 62
18 5.2 433 56
11 5.4 344 57
10 5.3 424 59
5 5.2 404 63
14 5.2 406 62
15 5.4 425 59
5 5.4 361 73
18 5 336 77
6 5.1 333 54
19 5.3 170 74
8 7.3 138 75
8 7.3 186 57
20 7.5 171 77
15 7.2 180 64
6 7.1 409 60
6 5.2 423 76
13 5.2 391 51
18 5.4 448 55
15 5 332 50
18 5.1 328 50
15 5.3 349 45
6 5.1 339 52
14 5.2 356 60
7 5.1 358 75
5 5.3 339 56
5 5.3 447 66
8 5.2 430 56
10 5.4 405 57
12 5.1 381 74
16 5.5 379 63
5 5.2 405 75
14 5.5 424 54
17 5.1 362 65
12 5 368 68
12 5 354 59
10 5.3 373 73
11 5.5 364 76
20 5.5 438 66
9 5.5 391 65
20 5.3 403 76
18 5.5 388 76
12 5.3 422 61
14 5.3 406 70
19 5.2 439 63
15 5.2 335 54
10 5.5 419 75
8 5 387 55
11 5.4 371 71
5 5 425 56
6 7.1 354 66
15 7 435 74
16 5.5 417 72
5 5.4 337 66
7 5.3 337 74
7 5.1 330 56
10 5.5 341 60
5 5.2 370 61
8 5.4 447 71
15 5.4 337 75
14 5.3 399 64
2 5.1 429 59
3 5.5 410 65
2 5.1 351 71
17 5 403 56
20 5 377 65
16 5.2 382 64
2 5.3 411 77
2 5.4 401 65
3 5.4 398 64
2 5.1 344 65
13 5.4 386 75
19 5.4 326 61
16 5.3 349 57
5 5.2 430 77
11 5.2 371 59
17 5 337 60
19 5 431 72
9 5.1 395 66
14 5.2 398 65
11 5.5 327 62
14 5.1 449 55
7 5.1 340 65
8 5 369 71
5 5.1 342 55
6 5.2 334 77
6 5.2 334 57
11 5.5 405 57
12 5.4 393 67
6 5.1 420 57
14 5.1 445 75
10 5.2 334 77
19 5.2 448 55
16 5.2 416 59
16 5.4 361 54
12 5.1 374 66
6 5.5 334 55
5 5.4 335 57
15 5.5 449 63
15 5.1 416 55
9 5.2 444 56
15 5.5 380 77
7 5.3 428 57
11 5 338 70
15 5 394 55
9 5.1 333 65
18 5.4 194 75
9 7.1 187 61
14 7.5 194 77
14 7.5 147 72
6 7.2 190 76
12 7 398 58
9 5.5 398 76
17 5.2 441 52
7 5 392 50
18 5.5 373 55
16 5.1 363 55
13 5.2 358 53
18 5.2 328 52
8 5.1 354 54
12 5.1 338 74
13 5.2 344 72
19 5.3 428 57
13 5.1 443 54
18 5.5 429 75
20 5.3 374 56
15 5.5 446 71
5 5.5 418 57
18 5.1 375 64
12 5.3 378 69
11 5.2 429 71
14 5.3 445 59
12 5.4 390 69
12 5.2 361 65
11 5.3 419 70
12 5.5 396 72
5 5.1 392 70
11 5.2 449 62
19 5.3 368 67
13 5.1 359 54
15 5.1 363 67
12 5.2 399 76
9 5.5 367 61
6 5.5 380 61
18 5.3 381 76
10 5 391 55
12 7.1 347 76
5 7.4 367 55
20 5.3 339 68
17 5.1 390 66
10 5.1 415 75
10 5.3 447 64
17 5.2 396 55
19 5.4 327 65
8 5.3 412 59
7 5 440 69
5 5.3 350 68
3 5.3 415 73
2 5.3 415 61
2 5.5 383 70
7 5.1 414 74
8 5 432 58
5 5.1 350 54
2 5.1 368 62
3 5.3 449 55
2 5.4 392 54
3 5 329 75
6 5.3 338 70
11 5.1 351 72
16 5.2 365 55
19 5.5 399 74
9 5.1 449 72
5 5 369 65
10 5.3 346 57
13 5.4 390 60
11 5.2 410 77
18 5.4 351 66
11 5.5 434 71
20 5.1 411 70
6 5 407 58
7 5.2 386 61
15 5.2 411 63
17 5.3 428 54
14 5 373 67
7 5.4 417 71
8 5.1 365 67
12 5.3 328 77
18 5.2 352 59
10 5.4 332 54
15 5 415 59
9 5.4 424 65
13 5.3 432 64
18 5.2 375 66
8 5.1 434 63
7 5.1 442 73
7 5.1 406 57
10 5.1 333 59
12 5.2 328 64
18 5.5 398 56
7 5.5 407 76
13 5.5 344 60
10 5.3 340 61
20 5.1 151 67
6 7.2 120 61
13 7.5 177 71
15 7.2 194 73
20 7.5 158 64
6 7.2 400 66
19 5 396 77
19 5.3 446 51
12 5 385 52
5 5.2 334 52
5 5.3 359 50
9 5.1 368 53
13 5.4 380 53
6 5 429 67
17 5.3 345 62
17 5.1 351 67
16 5.1 409 74
7 5 347 76
17 5.4 409 58
14 5.2 338 67
16 5.3 336 68
15 5.5 384 71
15 5 382 65
5 5 367 70
14 5 338 73
7 5.5 340 64
5 5.1 401 75
16 5.3 388 58
13 5 345 58
8 5.1 439 71
19 5 428 76
15 5.2 428 77
13 5.1 327 74
19 5.5 360 59
15 5 431 65
19 5.1 443 71
16 5.4 336 74
5 5.1 368 63
11 5 330 60
14 5 361 72
16 7.4 414 70
15 7.5 392 62
8 5.2 404 60
11 5.1 449 71
7 5 437 77
6 5.1 386 72
13 5.3 397 73
19 5.4 335 74
8 5.1 418 75
18 5.1 332 64
9 5.3 389 71
3 5.5 414 74
2 5.5 417 67
2 5 430 55
20 5.4 410 56
11 5.3 360 55
6 5.5 435 55
2 5.3 341 61
2 5.5 381 71
3 5 335 77
3 5 399 69
5 5 388 74
8 5.3 350 54
7 5.1 349 74
15 5.4 349 59
8 5.1 437 76
20 5.3 335 68
7 5.4 339 76
6 5 419 63
20 5.1 395 64
6 5 334 60
18 5.4 421 69
5 5.3 435 66
14 5 363 66
15 5.3 422 54
5 5.1 432 69
14 5.5 446 60
19 5.2 348 59
20 5.5 448 54
13 5.4 389 66
8 5.2 354 77
15 5.5 334 54
16 5 407 66
9 5.3 337 64
18 5.4 395 57
19 5.1 383 54
18 5.5 442 66
17 5.3 331 62
20 5.2 428 68
17 5.5 439 67
13 5 374 66
8 5.4 378 77
15 5.5 328 62
5 5.2 341 74
8 5.5 344 58
19 5.5 378 59
7 5.5 135 55
7 7.1 155 76
14 7 180 69
16 7.4 161 66
11 7.4 135 72
20 7.5 350 74
16 5.3 422 59
17 5.1 377 53
7 5.5 371 47
19 5.5 338 50
7 5.3 373 50
13 5.5 377 50
11 5 402 54
10 5.4 345 59
9 5 361 73
6 5.2 347 69
16 5.4 407 77
9 5.1 337 76
16 5.5 325 67
19 5.4 435 56
17 5 397 69
8 5.5 348 76
5 5 344 55
16 5.3 427 76
8 5.3 430 70
10 5.3 382 74
10 5.2 440 54
9 5.1 353 59
14 5.2 387 67
19 5.5 340 60
7 5.1 396 71
7 5.3 433 70
9 5.2 388 68
5 5.4 365 65
19 5.1 442 71
8 5 341 77
20 5.2 341 56
19 5.3 377 61
19 5.1 443 56
18 5.2 347 63
16 7.3 391 55
14 7.5 432 77
15 5.5 379 70
12 5.3 361 55
18 5 354 74
17 5.5 447 70
10 5.4 440 70
16 5.5 400 77
9 5.2 380 61
17 5.2 406 65
18 5.3 441 63
3 5 334 66
3 5.3 357 65
3 5.4 374 55
12 5.5 371 59
13 5.4 371 55
20 5 387 63
2 5.1 401 55
3 5.3 328 75
3 5.3 352 59
3 5.2 409 54
9 5.2 360 73
9 5.2 389 70
17 5.1 412 67
18 5 358 57
11 5.1 377 71
9 5 354 72
13 5.5 326 62
7 5.1 363 59
15 5 444 58
12 5.2 448 59
5 5.1 390 64
15 5.1 420 65
15 5.4 353 56
8 5.2 430 68
12 5.3 335 71
13 5.5 363 73
20 5.4 430 71
6 5 347 63
12 5.4 338 67
6 5.4 445 74
18 5.5 361 62
17 5.2 438 60
6 5.1 430 69
9 5.3 424 67
9 5.3 438 59
9 5.3 328 55
8 5 450 61
11 5.3 340 62
8 5.5 428 65
18 5.4 337 55
20 5 401 56
16 5.4 430 63
6 5.5 406 66
8 5.1 392 72
17 5.5 426 76
19 5.2 196 63
16 7.4 193 56
14 7.2 134 59
7 7.2 123 56
16 7.5 187 58
5 7.3 420 69
13 5.3 427 77
6 5 394 45
11 5 374 48
20 5 416 52
16 5.1 438 50
7 5.2 366 48
12 5.2 341 52
5 5 378 75
6 5.2 373 64
9 5.4 382 65
6 5.1 437 54
11 5.2 343 58
6 5.2 437 68
14 5.2 444 65
19 5.5 375 60
12 5 339 63
12 5.1 415 70
5 5 339 59
12 5 338 55
5 5.1 354 58
13 5.2 362 71
18 5.3 370 69
18 5.1 325 54
5 5.2 393 57
16 5.2 331 73
20 5.2 422 62
15 5.3 339 65
6 5.4 328 59
10 5.3 371 71
15 5.3 429 65
13 5.3 430 68
15 5 431 74
11 5.5 447 75
14 5.2 376 61
16 7.4 368 63
5 7.3 333 58
7 5 444 77
18 5.1 375 77
10 5.5 397 70
14 5.3 450 75
6 5.1 389 67
10 5.2 434 65
9 5 424 75
13 5.3 408 60
10 5.2 351 68
3 5.3 361 58
3 5.1 394 65
2 5 361 72
5 5 431 64
6 5.2 384 55
11 5.5 389 67
2 5.5 413 59
3 5.4 353 65
3 5.3 361 75
3 5.1 377 64
10 5.2 353 72
15 5.2 368 69
12 5.3 353 58
19 5.5 435 59
11 5.1 352 58
10 5.3 347 76
10 5.4 394 64
14 5.4 380 75
5 5.2 365 73
8 5.5 390 61
18 5 362 76
5 5.5 414 66
7 5 351 69
10 5.2 356 65
5 5.3 433 56
9 5.5 346 76
7 5 365 67
16 5.3 331 77
17 5 421 63
8 5 365 68
5 5.3 395 61
13 5.5 330 65
20 5.4 349 61
17 5.3 444 76
7 5.4 343 62
11 5.2 374 72
20 5.5 439 70
16 5.4 423 76
17 5.1 353 61
19 5 415 55
16 5 428 63
13 5.3 351 73
16 5.5 374 54
17 5.3 438 58
5 5.1 390 69
18 5.1 188 68
13 7.4 167 65
9 7.5 121 66
11 7 170 65
6 7.3 198 62
9 7.1 374 62
16 5.4 439 60
9 5.5 429 53
16 5.4 346 46
6 5.5 441 51
14 5.3 340 49
13 5.4 334 55
20 5.5 388 53
11 5.2 373 69
20 5.2 328 66
10 5.1 426 72
5 5.3 342 54
12 5.1 362 58
18 5.4 401 61
6 5.2 401 58
6 5 370 69
19 5.1 379 59
11 5 428 57
5 5 326 69
20 5.5 450 59
13 5.2 355 55
11 5.3 394 67
9 5.4 390 67
10 5.4 394 76
5 5.2 414 59
16 5.1 445 74
20 5.3 344 57
14 5 355 74
16 5.5 341 71
20 5.3 349 77
16 5.1 344 66
16 5.4 449 70
15 5.4 338 69
5 5.3 434 60
18 5 333 74
6 7.5 410 72
7 7.1 431 71
20 5 429 71
6 5.1 384 64
10 5.4 347 67
16 5 379 76
16 5.3 422 56
10 5.5 402 72
10 5.4 327 54
9 5.3 426 63
5 5.3 429 73
2 5.2 421 76
2 5.2 449 63
2 5.2 359 62
16 5.2 443 60
7 5.4 349 62
5 5.3 388 68
2 5.5 426 71
2 5.2 355 68
2 5.2 446 71
2 5.5 423 75
17 5.1 349 67
11 5.2 401 56
8 5 383 56
10 5.3 344 70
11 5.4 368 58
8 5.5 325 72
16 5.3 449 68
10 5.5 365 68
6 5.1 435 54
20 5 394 57
5 5.4 423 54
13 5 347 62
7 5.2 370 68
5 5.4 340 69
12 5 428 56
20 5.5 416 75
12 5 430 64
10 5.5 444 72
7 5.1 359 76
9 5.1 426 74
5 5.3 345 62
15 5.3 342 69
7 5.3 381 70
9 5.4 352 67
6 5.2 389 76
14 5.4 352 69
20 5.3 440 54
17 5.3 424 54
18 5.3 371 55
16 5.1 417 63
8 5 358 62
12 5.4 325 54
6 5.5 437 54
9 5.2 354 70
17 5.5 399 68
17 5.1 180 66
10 7 191 69
15 7.5 145 68
20 7.3 149 65
18 7.5 195 59
20 7.3 387 69
16 5.5 382 71
17 5.1 367 55
13 5.3 356 55
8 5.4 364 47
11 5.3 381 53
13 5 367 53
6 5.2 437 54
14 5.4 358 66
14 5.4 371 74
12 5.4 401 74
11 5.2 351 60
11 5.2 409 64
18 5.3 377 66
12 5.1 344 77
16 5.1 347 54
19 5.1 352 68
20 5.5 374 76
19 5.5 449 54
18 5.1 338 56
18 5.5 421 71
20 5.2 345 62
16 5.2 419 71
8 5.1 356 71
10 5.5 402 58
9 5.5 405 54
8 5 361 62
14 5.4 433 77
15 5.1 358 57
10 5.3 397 77
13 5.2 353 68
17 5.1 444 59
18 5.5 344 56
10 5.2 371 74
8 5.4 348 70
20 7.4 390 77
18 7.4 450 68
14 5.2 367 60
12 5.4 331 73
5 5.2 349 70
5 5.3 330 65
10 5.2 413 63
18 5.2 374 71
15 5.3 433 68
18 5.2 381 64
20 5.2 412 64
2 5.3 427 76
2 5 421 66
2 5.5 416 67
14 5.2 393 59
16 5 370 65
7 5 402 62
2 5.2 358 77
3 5.3 416 62
3 5 338 76
3 5 347 61
18 5.5 424 56
15 5.1 433 77
17 5.3 407 68
14 5.4 382 58
9 5.4 383 62
19 5 360 57
7 5.1 330 65
10 5.1 386 60
19 5.5 361 69
19 5.2 330 70
15 5 357 54
7 5 352 59
20 5 338 56
14 5.3 348 74
5 5.2 430 71
5 5.5 421 70
19 5.3 362 62
12 5.1 339 57
13 5.5 408 68
18 5.3 373 72
5 5 339 65
12 5.2 420 77
19 5.5 441 77
20 5.4 415 68
7 5.2 405 67
14 5.2 325 76
8 5.2 346 68
16 5.1 442 70
15 5.1 449 68
19 5.2 449 58
20 5.3 399 72
13 5 446 74
12 5 367 57
20 5.3 325 58
13 5 426 75
15 5 120 77
5 7.4 134 73
15 7.4 138 71
17 7.1 133 65
5 7.3 129 67
20 7.4 382 73
7 5.4 434 62
11 5.4 396 50
5 5 403 54
11 5.3 344 47
19 5.3 408 54
10 5.4 345 48
15 5.4 392 48
7 5.5 448 68
8 5.5 345 60
8 5.1 435 76
15 5.4 445 69
14 5 433 56
10 5.3 449 74
5 5.2 412 63
18 5.4 416 69
7 5.2 361 67
13 5.4 433 75
5 5 363 56
10 5 417 59
8 5.3 439 60
18 5.1 385 57
13 5.5 402 58
8 5 371 62
15 5.1 383 74
5 5.4 374 58
8 5.3 405 57
9 5.3 394 71
16 5.3 421 56
6 5.5 369 65
8 5.1 356 68
6 5.3 332 67
7 5 408 64
5 5.5 431 70
5 5.4 335 63
11 7.4 354 62
18 7 363 67
18 5.2 365 76
6 5.4 346 66
12 5.4 425 74
5 5.3 385 57
17 5.4 410 65
17 5.5 387 71
7 5.3 348 70
9 5.3 427 65
17 5.2 357 68
3 5.3 378 77
3 5.1 355 57
2 5.3 352 74
5 5.3 370 62
14 5.5 421 75
9 5.4 449 59
3 5.5 368 73
2 5.3 329 71
2 5.3 407 59
3 5.4 327 75
17 5 373 74
7 5.5 379 72
7 5 396 72
11 5.3 424 56
10 5.3 448 60
13 5.2 393 55
17 5.2 396 58
20 5.3 348 70
16 5 363 75
17 5 407 62
7 5 359 75
11 5 401 57
10 5 364 68
7 5.2 422 73
16 5.2 400 77
10 5.4 342 55
11 5.1 383 59
11 5.5 412 73
12 5.3 436 54
17 5.3 431 55
14 5.4 364 70
12 5.5 443 77
11 5.2 420 61
7 5.3 384 70
8 5.3 429 61
17 5.2 327 75
15 5.1 445 66
17 5.2 352 65
11 5.2 384 65
10 5.3 441 77
9 5.2 450 65
12 5.2 444 56
10 5.1 332 62
18 5.1 438 57
15 5 407 62
20 5.4 126 64
15 7 149 56
7 7.3 152 65
10 7.3 124 57
14 7.5 183 57
9 7.4 363 74
16 5.1 394 75
11 5.3 419 50
5 5.3 436 54
15 5.3 333 52
10 5.2 377 46
19 5.1 400 45
13 5.4 340 47
14 5.2 448 77
20 5.1 361 62
5 5.3 383 54
9 5.3 429 64
12 5.5 396 72
17 5.4 351 73
19 5.2 420 58
12 5.2 382 64
12 5.4 332 77
5 5.3 447 77
20 5.2 356 65
15 5.1 341 61
5 5.2 407 60
14 5.2 414 63
10 5.2 354 61
6 5.5 341 57
7 5.3 354 69
20 5 350 73
5 5.5 406 57
5 5 392 75
19 5.3 440 61
16 5.3 347 62
12 5.1 402 62
11 5.4 366 69
12 5 335 69
14 5 412 77
20 5.4 363 77
17 7.3 376 56
14 7 329 54
13 5 450 72
12 5 419 75
18 5.5 403 74
15 5.1 392 55
19 5.5 367 64
20 5.1 434 69
12 5.5 395 69
6 5.5 448 67
14 5 447 65
2 5.5 335 65
2 5.4 328 60
2 5.5 403 60
18 5 342 70
18 5.1 371 61
15 5.2 366 68
2 5 378 58
2 5.2 422 69
3 5.3 398 75
3 5.1 388 59
5 5.1 420 69
13 5.1 379 77
14 5 416 75
19 5.3 325 56
20 5.4 342 58
8 5.5 439 63
9 5 391 59
16 5.2 436 62
16 5.1 430 64
20 5.4 419 77
11 5.1 418 63
17 5.2 384 68
9 5.3 371 65
10 5.4 399 60
19 5.4 382 56
18 5.4 375 69
8 5.1 446 56
10 5.4 382 71
7 5.2 404 64
15 5.2 414 60
19 5.5 369 54
10 5.2 421 55
11 5.1 419 60
16 5 380 59
20 5.3 393 56
14 5.2 385 69
16 5.1 402 77
8 5.2 405 64
5 5.5 415 68
13 5 342 55
12 5 410 58
20 5.4 408 74
5 5.1 407 67
19 5.4 396 58
10 5.4 353 60
12 5.1 168 73
18 7.1 163 64
19 7.1 129 70
12 7.1 127 61
8 7 128 74
19 7.2 392 59
9 5.1 347 60
12 5.3 349 45
6 5.2 406 55
7 5 360 48
17 5.2 392 47
19 5.3 388 51
16 5.4 386 48
20 5.1 371 74
5 5.3 338 59
16 5.3 394 64
9 5.2 352 67
15 5 349 74
8 5.3 412 67
19 5.4 450 60
13 5.3 363 57
6 5.5 329 77
15 5.4 430 59
14 5.3 446 73
10 5.5 328 72
13 5.1 446 54
13 5.3 367 68
5 5.3 339 65
7 5.3 404 73
10 5.2 441 77
18 5.3 435 74
15 5.3 427 76
13 5.1 333 56
8 5.5 435 59
11 5.3 346 62
13 5.5 372 63
14 5.5 426 60
5 5.3 447 62
17 5 383 67
11 5.4 355 76
9 7.4 398 62
7 7.2 346 66
20 5.4 369 72
20 5.4 336 55
20 5.5 438 72
20 5.5 449 70
5 5.3 346 60
8 5.1 401 62
20 5.2 338 61
5 5.2 412 67
13 5.3 331 55
3 5.3 415 69
2 5.3 378 72
2 5.1 371 54
19 5.4 337 64
14 5.3 436 73
8 5.5 429 63
3 5.4 427 60
2 5.4 426 72
2 5 433 61
2 5.4 330 58
11 5.1 364 70
6 5.5 403 62
7 5.3 407 71
6 5 406 74
20 5.3 325 63
7 5 367 73
17 5.4 342 64
13 5.3 340 60
11 5.2 427 63
11 5 383 76
8 5.3 409 57
6 5 416 71
6 5.1 363 55
6 5.1 349 72
14 5.2 348 66
14 5.1 403 77
18 5.1 341 63
10 5 338 71
10 5 432 63
10 5.1 388 56
8 5.5 433 69
16 5.4 340 73
17 5.2 364 55
11 5.3 412 67
9 5.3 374 56
20 5.4 382 59
20 5.3 414 69
6 5.1 438 70
8 5.4 338 69
8 5.2 389 72
20 5.5 411 67
11 5.5 336 75
14 5.2 350 63
6 5.5 403 68
15 5.4 340 64
10 5.3 139 65
19 7 154 69
13 7.4 135 62
19 7.2 148 66
7 7.3 141 62
10 7.1 446 63
5 5.1 350 75
11 5 382 52
6 5.3 359 50
17 5 392 52
17 5.2 383 50
17 5 412 51
13 5.3 436 47
13 5.5 426 59
14 5.4 446 64
20 5.1 439 59
8 5.2 414 73
15 5 396 66
20 5.5 440 72
16 5.4 365 76
14 5 427 56
19 5.3 425 70
16 5.5 420 63
9 5 392 65
18 5 411 59
14 5.3 375 70
20 5.3 395 72
11 5.1 395 71
6 5.2 422 65
13 5.1 445 58
10 5.3 360 72
11 5.5 386 59
5 5 337 74
18 5.4 399 76
13 5.3 382 65
19 5 448 61
19 5.2 435 64
8 5.4 411 63
12 5.5 424 66
13 5.5 414 64
6 7.4 407 61
5 7.2 382 63
9 5.5 403 69
14 5.1 351 71
10 5.2 327 76
6 5.3 447 54
11 5.4 346 76
14 5.1 359 55
